date_received,product,sub_product,issue,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,complaint_id,client_id
15-07-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,21-07-2014,Closed with explanation,Yes,CR0937401,4064
15-07-2014,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,Referral,18-07-2014,Closed with explanation,Yes,CR0937474,286
15-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,18-07-2014,Closed with explanation,Yes,CR0937966,185
15-07-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,18-07-2014,Closed with explanation,Yes,CR0937352,339
11-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,16-07-2014,Closed with explanation,Yes,CR0933073,1225
11-07-2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Referral,16-07-2014,Closed with monetary relief,Yes,CR0933891,981
11-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,16-07-2014,Closed with explanation,Yes,CR0933703,4784
11-07-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,16-07-2014,Closed with monetary relief,Yes,CR0933102,3490
10-07-2014,Credit card,Loan account,Rewards,Referral,15-07-2014,Closed with explanation,Yes,CR0931083,555
10-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,15-07-2014,Closed with explanation,Yes,CR0932263,4452
10-07-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,15-07-2014,Closed with monetary relief,Yes,CR0932396,10997
10-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,15-07-2014,Closed with monetary relief,Yes,CR0932112,3340
10-07-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,15-07-2014,Closed with explanation,Yes,CR0931989,3308
10-07-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,15-07-2014,Closed with explanation,Yes,CR0932046,4166
10-07-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,15-07-2014,Closed with non-monetary relief,Yes,CR0931213,1714
10-07-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,15-07-2014,Closed with monetary relief,Yes,CR0930664,1050
09-07-2014,Credit card,Loan account,Other fee,Referral,14-07-2014,Closed with non-monetary relief,Yes,CR0929253,1978
09-07-2014,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Referral,14-07-2014,Closed with explanation,Yes,CR0930253,1887
09-07-2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Referral,14-07-2014,Closed with non-monetary relief,Yes,CR0930270,9370
09-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,14-07-2014,Closed with explanation,Yes,CR0930248,1916
08-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,11-07-2014,Closed with explanation,Yes,CR0927603,3770
08-07-2014,Bank account or service,Savings account,Deposits and withdrawals,Referral,11-07-2014,Closed with explanation,Yes,CR0927458,3068
08-07-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,11-07-2014,Closed with explanation,Yes,CR0926652,1313
08-07-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,11-07-2014,Closed with explanation,Yes,CR0927782,12890
08-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,11-07-2014,Closed with explanation,Yes,CR0927296,2162
07-07-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,10-07-2014,Closed with explanation,Yes,CR0926142,3329
07-07-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,10-07-2014,Closed with monetary relief,Yes,CR0926573,3397
07-07-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,10-07-2014,Closed with explanation,Yes,CR0926467,2883
07-07-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,10-07-2014,Closed with explanation,Yes,CR0926154,4778
07-07-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,10-07-2014,Closed with non-monetary relief,Yes,CR0926235,5472
03-07-2014,Credit card,Loan account,Other,Referral,09-07-2014,Closed with explanation,Yes,CR0922909,2663
03-07-2014,Credit card,Loan account,Other,Referral,09-07-2014,Closed with explanation,Yes,CR0923088,816
03-07-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,09-07-2014,Closed with explanation,Yes,CR0923474,1921
02-07-2014,Credit card,Loan account,Billing disputes,Referral,08-07-2014,Closed with explanation,Yes,CR0920928,3630
02-07-2014,Credit card,Loan account,Billing disputes,Referral,08-07-2014,Closed with explanation,Yes,CR0921314,1601
02-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,08-07-2014,Closed with explanation,Yes,CR0921269,2076
02-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,08-07-2014,Closed with explanation,Yes,CR0921309,374
02-07-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,08-07-2014,Closed with explanation,Yes,CR0921644,923
02-07-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,08-07-2014,Closed with monetary relief,Yes,CR0921204,3396
02-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,09-07-2014,Closed with explanation,Yes,CR0920387,394
01-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,07-07-2014,Closed with explanation,Yes,CR0919907,4441
01-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,07-07-2014,Closed with explanation,Yes,CR0920120,3121
01-07-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,08-07-2014,Closed with monetary relief,Yes,CR0920064,3700
30-06-2014,Credit card,Loan account,Payoff process,Referral,03-07-2014,Closed with explanation,Yes,CR0917425,7311
30-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,03-07-2014,Closed with explanation,Yes,CR0917316,3025
30-06-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,07-07-2014,Closed with explanation,Yes,CR0916392,5374
27-06-2014,Credit card,Loan account,APR or interest rate,Referral,02-07-2014,Closed with explanation,Yes,CR0914208,13921
27-06-2014,Credit card,Loan account,Other,Referral,01-07-2014,Closed with explanation,Yes,CR0914153,1604
27-06-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,02-07-2014,Closed with explanation,Yes,CR0914156,2287
27-06-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,02-07-2014,Closed with explanation,Yes,CR0915182,3990
26-06-2014,Credit card,Loan account,APR or interest rate,Referral,01-07-2014,Closed with explanation,Yes,CR0911634,483
26-06-2014,Credit card,Loan account,Billing disputes,Referral,01-07-2014,Closed with explanation,Yes,CR0913716,4134
26-06-2014,Credit card,Loan account,Billing disputes,Referral,21-07-2014,Closed with explanation,Yes,CR0912804,13588
26-06-2014,Credit card,Loan account,Credit determination,Referral,01-07-2014,Closed with explanation,Yes,CR0911589,962
26-06-2014,Credit card,Loan account,Delinquent account,Referral,30-06-2014,Closed with explanation,Yes,CR0912359,2122
26-06-2014,Credit card,Loan account,Closing/Cancelling account,Referral,01-07-2014,Closed with explanation,Yes,CR0913347,3342
26-06-2014,Credit card,Loan account,Billing disputes,Referral,01-07-2014,Closed with explanation,Yes,CR0913572,836
26-06-2014,Credit card,Loan account,Other,Referral,01-07-2014,Closed with explanation,Yes,CR0913812,11943
26-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,01-07-2014,Closed,Yes,CR0913664,384
26-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,30-06-2014,Closed with explanation,Yes,CR0912645,6383
26-06-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,01-07-2014,Closed with explanation,Yes,CR0913674,110
26-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,01-07-2014,Closed with explanation,Yes,CR0913678,2042
26-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,30-06-2014,Closed with explanation,Yes,CR0912824,12730
26-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,30-06-2014,Closed with explanation,Yes,CR0912897,3840
26-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,30-06-2014,Closed with explanation,Yes,CR0913304,12
26-06-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,01-07-2014,Closed with explanation,Yes,CR0913440,3245
26-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,01-07-2014,Closed with explanation,Yes,CR0913596,751
24-06-2014,Credit card,Loan account,Billing disputes,Referral,26-06-2014,Closed with explanation,Yes,CR0908902,1640
24-06-2014,Credit card,Loan account,Billing statement,Referral,27-06-2014,Closed with explanation,Yes,CR0907820,3802
24-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,26-06-2014,Closed with explanation,Yes,CR0907695,110
24-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,27-06-2014,Closed with monetary relief,Yes,CR0907828,783
24-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,26-06-2014,Closed with non-monetary relief,Yes,CR0907817,1463
24-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,27-06-2014,Closed with monetary relief,Yes,CR0909076,2964
24-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,26-06-2014,Closed with explanation,Yes,CR0907832,3015
23-06-2014,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Referral,25-06-2014,Closed with explanation,Yes,CR0906155,12859
23-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,25-06-2014,Closed with monetary relief,Yes,CR0907307,4359
23-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,25-06-2014,Closed with explanation,Yes,CR0905769,1679
23-06-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,25-06-2014,Closed with monetary relief,Yes,CR0905773,5189
23-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,25-06-2014,Closed with explanation,Yes,CR0907271,2173
23-06-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,25-06-2014,Closed with monetary relief,Yes,CR0905797,13404
20-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,24-06-2014,Closed with explanation,Yes,CR0903794,10636
20-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,24-06-2014,Closed with monetary relief,Yes,CR0903643,3532
20-06-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,24-06-2014,Closed with explanation,Yes,CR0903894,977
20-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,24-06-2014,Closed with explanation,Yes,CR0903787,3985
19-06-2014,Credit card,Loan account,Balance transfer,Referral,24-06-2014,Closed with explanation,Yes,CR0902860,690
19-06-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,23-06-2014,Closed with explanation,Yes,CR0902096,927
19-06-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,23-06-2014,Closed with non-monetary relief,Yes,CR0902297,960
19-06-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,23-06-2014,Closed with explanation,Yes,CR0902898,4340
19-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,23-06-2014,Closed with explanation,Yes,CR0902753,1153
19-06-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,23-06-2014,Closed with monetary relief,Yes,CR0902640,3612
18-06-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,20-06-2014,Closed with monetary relief,Yes,CR0900677,2420
18-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,20-06-2014,Closed with explanation,Yes,CR0899537,3186
17-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,19-06-2014,Closed with explanation,Yes,CR0897925,3208
16-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,19-06-2014,Closed with monetary relief,Yes,CR0895831,4454
16-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,24-06-2014,Closed with explanation,Yes,CR0896476,2818
16-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,18-06-2014,Closed with explanation,Yes,CR0897232,1483
16-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,18-06-2014,Closed with monetary relief,Yes,CR0896461,5563
13-06-2014,Credit card,Loan account,Billing disputes,Referral,24-06-2014,Closed with explanation,Yes,CR0894145,2766
13-06-2014,Credit card,Loan account,Billing disputes,Referral,17-06-2014,Closed with explanation,Yes,CR0893784,4599
13-06-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,17-06-2014,Closed with non-monetary relief,Yes,CR0893500,2426
13-06-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,17-06-2014,Closed with explanation,Yes,CR0894730,6366
13-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,17-06-2014,Closed with explanation,Yes,CR0894726,51
11-06-2014,Credit card,Loan account,Closing/Cancelling account,Referral,13-06-2014,Closed with explanation,Yes,CR0889543,3046
11-06-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,13-06-2014,Closed with monetary relief,Yes,CR0890924,4496
11-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,13-06-2014,Closed with explanation,Yes,CR0889532,3734
11-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,13-06-2014,Closed with explanation,Yes,CR0890796,2941
11-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,13-06-2014,Closed with non-monetary relief,Yes,CR0889536,1215
11-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,13-06-2014,Closed with explanation,Yes,CR0890586,24
10-06-2014,Credit card,Loan account,Other fee,Referral,11-06-2014,Closed with explanation,Yes,CR0889326,6546
10-06-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,12-06-2014,Closed with monetary relief,Yes,CR0889362,2876
09-06-2014,Credit card,Loan account,Balance transfer,Referral,09-06-2014,Closed with explanation,Yes,CR0887415,4547
06-06-2014,Credit card,Loan account,Other,Referral,10-06-2014,Closed with explanation,Yes,CR0883913,3549
05-06-2014,Credit card,Loan account,Other,Referral,09-06-2014,Closed with explanation,Yes,CR0882690,2510
05-06-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,09-06-2014,Closed with explanation,Yes,CR0882185,4545
05-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,09-06-2014,Closed with explanation,Yes,CR0883054,3693
05-06-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,05-06-2014,Closed with explanation,Yes,CR0881868,4256
05-06-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,09-06-2014,Closed with monetary relief,Yes,CR0882508,4079
04-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,06-06-2014,Closed with monetary relief,Yes,CR0880544,2089
04-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,06-06-2014,Closed with explanation,Yes,CR0880475,131
04-06-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,06-06-2014,Closed with monetary relief,Yes,CR0880630,257
04-06-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,09-06-2014,Closed with explanation,Yes,CR0881212,3104
04-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,06-06-2014,Closed with explanation,Yes,CR0879974,1875
03-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,05-06-2014,Closed with monetary relief,Yes,CR0878840,879
03-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,05-06-2014,Closed with monetary relief,Yes,CR0878389,677
03-06-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,05-06-2014,Closed with explanation,Yes,CR0878365,4170
02-06-2014,Credit card,Loan account,Customer service / Customer relations,Referral,23-06-2014,Closed with explanation,Yes,CR0877907,4556
02-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,05-06-2014,Closed with explanation,Yes,CR0876649,3535
02-06-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,05-06-2014,Closed with explanation,Yes,CR0877407,1453
30-05-2014,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Referral,05-06-2014,Closed with explanation,Yes,CR0875314,2891
29-05-2014,Credit card,Loan account,Closing/Cancelling account,Referral,03-06-2014,Closed with monetary relief,Yes,CR0872629,3607
29-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,04-06-2014,Closed with explanation,Yes,CR0873438,3313
29-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,03-06-2014,Closed with explanation,Yes,CR0872628,3976
28-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,03-06-2014,Closed with monetary relief,Yes,CR0871433,1591
28-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,03-06-2014,Closed with monetary relief,Yes,CR0871231,10209
27-05-2014,Credit card,Loan account,Late fee,Referral,02-06-2014,Closed with explanation,Yes,CR0868382,3333
27-05-2014,Credit card,Loan account,Other fee,Referral,02-06-2014,Closed with monetary relief,Yes,CR0869277,2928
27-05-2014,Credit card,Loan account,Other,Referral,29-05-2014,Closed with explanation,Yes,CR0868187,2135
27-05-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,02-06-2014,Closed with explanation,Yes,CR0869284,2118
27-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,02-06-2014,Closed with monetary relief,Yes,CR0869281,2896
27-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,29-05-2014,Closed with explanation,Yes,CR0868161,176
27-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,29-05-2014,Closed with monetary relief,Yes,CR0868222,6619
27-05-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,29-05-2014,Closed with monetary relief,Yes,CR0868540,4367
27-05-2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Referral,02-06-2014,Closed with explanation,Yes,CR0868218,2325
23-05-2014,Credit card,Loan account,Billing disputes,Referral,28-05-2014,Closed with monetary relief,Yes,CR0866510,2387
22-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,27-05-2014,Closed with non-monetary relief,Yes,CR0865774,3588
22-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,27-05-2014,Closed with non-monetary relief,Yes,CR0863907,1322
22-05-2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Referral,27-05-2014,Closed with explanation,Yes,CR0865235,586
21-05-2014,Credit card,Loan account,Closing/Cancelling account,Referral,23-05-2014,Closed with explanation,Yes,CR0863366,4085
21-05-2014,Credit card,Loan account,Billing statement,Referral,23-05-2014,Closed with explanation,Yes,CR0863402,367
21-05-2014,Credit card,Loan account,Transaction issue,Referral,23-05-2014,Closed with explanation,Yes,CR0863390,7576
21-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,22-05-2014,Closed with monetary relief,Yes,CR0862298,2656
21-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,23-05-2014,Closed with explanation,Yes,CR0863372,2565
20-05-2014,Credit card,Loan account,Other,Referral,21-05-2014,Closed with monetary relief,Yes,CR0861395,7855
20-05-2014,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Referral,21-05-2014,Closed with explanation,Yes,CR0860906,2856
20-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,21-05-2014,Closed with explanation,Yes,CR0860937,772
20-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,21-05-2014,Closed with monetary relief,Yes,CR0860890,1706
20-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,21-05-2014,Closed with explanation,Yes,CR0861716,1379
20-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,21-05-2014,Closed with monetary relief,Yes,CR0861388,2478
20-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,21-05-2014,Closed with explanation,Yes,CR0860806,454
20-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,21-05-2014,Closed with explanation,Yes,CR0860699,1295
20-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,21-05-2014,Closed with explanation,Yes,CR0861397,2653
20-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,21-05-2014,Closed with monetary relief,Yes,CR0860519,2173
20-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,21-05-2014,Closed with monetary relief,Yes,CR0861027,889
20-05-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,21-05-2014,Closed with monetary relief,Yes,CR0860846,3
19-05-2014,Credit card,Loan account,Billing disputes,Referral,21-05-2014,Closed with explanation,Yes,CR0858631,1947
19-05-2014,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Referral,21-05-2014,Closed with explanation,Yes,CR0858150,12850
16-05-2014,Credit card,Loan account,Other,Referral,20-05-2014,Closed with monetary relief,Yes,CR0856599,3839
16-05-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,20-05-2014,Closed with monetary relief,Yes,CR0856588,2917
16-05-2014,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",Referral,20-05-2014,Closed with explanation,Yes,CR0856595,3267
15-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,19-05-2014,Closed with explanation,Yes,CR0854801,776
15-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,19-05-2014,Closed with explanation,Yes,CR0854797,98
15-05-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,19-05-2014,Closed with monetary relief,Yes,CR0853815,3130
14-05-2014,Credit card,Loan account,Payoff process,Referral,16-05-2014,Closed with monetary relief,Yes,CR0851898,4183
14-05-2014,Credit card,Loan account,Closing/Cancelling account,Referral,19-05-2014,Closed with explanation,Yes,CR0851395,1827
14-05-2014,Credit card,Loan account,Billing disputes,Referral,16-05-2014,Closed with explanation,Yes,CR0851913,1478
14-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,16-05-2014,Closed with explanation,Yes,CR0851920,1217
14-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,16-05-2014,Closed,Yes,CR0851918,3417
14-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,16-05-2014,Closed with non-monetary relief,Yes,CR0852900,10564
12-05-2014,Credit card,Loan account,Identity theft / Fraud / Embezzlement,Referral,15-05-2014,Closed with explanation,Yes,CR0847560,1393
12-05-2014,Credit card,Loan account,Other,Referral,15-05-2014,Closed with explanation,Yes,CR0847567,3853
12-05-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,15-05-2014,Closed with monetary relief,Yes,CR0848634,1288
12-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,14-05-2014,Closed with explanation,Yes,CR0848035,1762
09-05-2014,Credit card,Loan account,Convenience checks,Referral,14-05-2014,Closed with explanation,Yes,CR0845627,853
09-05-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,14-05-2014,Closed with explanation,Yes,CR0846317,940
07-05-2014,Credit card,Loan account,Credit determination,Referral,14-07-2014,Closed with explanation,Yes,CR0842899,743
07-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,12-05-2014,Closed with explanation,Yes,CR0840983,3657
07-05-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,12-05-2014,Closed with explanation,Yes,CR0840994,3131
07-05-2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Referral,12-05-2014,Closed with explanation,Yes,CR0841007,4281
07-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,12-05-2014,Closed with explanation,Yes,CR0840988,4989
06-05-2014,Credit card,Loan account,Transaction issue,Referral,08-05-2014,Closed with explanation,Yes,CR0840071,12051
06-05-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,09-05-2014,Closed with monetary relief,Yes,CR0839036,4697
06-05-2014,Bank account or service,Savings account,"Account opening, closing, or management",Referral,09-05-2014,Closed with explanation,Yes,CR0840886,3609
05-05-2014,Credit card,Loan account,Other fee,Referral,08-05-2014,Closed with explanation,Yes,CR0838855,958
05-05-2014,Credit card,Loan account,Late fee,Referral,08-05-2014,Closed with explanation,Yes,CR0837675,4363
05-05-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,07-05-2014,Closed with explanation,Yes,CR0838030,3633
05-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,07-05-2014,Closed with monetary relief,Yes,CR0837262,1260
05-05-2014,Bank account or service,Checking account,Problems caused by my funds being low,Referral,07-05-2014,Closed with explanation,Yes,CR0837189,506
05-05-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,07-05-2014,Closed with explanation,Yes,CR0837207,3380
05-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,08-05-2014,Closed,Yes,CR0837215,2316
02-05-2014,Credit card,Loan account,Billing disputes,Referral,06-05-2014,Closed with explanation,Yes,CR0836032,3745
02-05-2014,Credit card,Loan account,Billing disputes,Referral,06-05-2014,Closed with explanation,Yes,CR0835958,2276
02-05-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,06-05-2014,Closed with explanation,Yes,CR0835148,995
02-05-2014,Bank account or service,Checking account,"Account opening, closing, or management",Referral,06-05-2014,Closed with monetary relief,Yes,CR0835962,1856
01-05-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,06-05-2014,Closed with explanation,Yes,CR0834189,2926
01-05-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,06-05-2014,Closed with non-monetary relief,Yes,CR0834815,6481
30-04-2014,Credit card,Loan account,Billing disputes,Referral,05-05-2014,Closed with explanation,Yes,CR0833010,4492
30-04-2014,Credit card,Loan account,Customer service / Customer relations,Referral,05-05-2014,Closed with explanation,Yes,CR0833144,1481
30-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,05-05-2014,Closed with explanation,Yes,CR0831221,6616
30-04-2014,Bank account or service,Checking account,Using a debit or ATM card,Referral,05-05-2014,Closed with explanation,Yes,CR0832312,4274
29-04-2014,Credit card,Loan account,APR or interest rate,Referral,01-05-2014,Closed with explanation,Yes,CR0829853,3673
29-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,05-05-2014,Closed with explanation,Yes,CR0830952,1298
28-04-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,30-04-2014,Closed with explanation,Yes,CR0828506,3312
28-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,30-04-2014,Closed with explanation,Yes,CR0828516,3996
25-04-2014,Credit card,Loan account,Billing disputes,Referral,29-04-2014,Closed with explanation,Yes,CR0825276,1393
25-04-2014,Credit card,Loan account,Other fee,Referral,29-04-2014,Closed with explanation,Yes,CR0825601,1632
25-04-2014,Credit card,Loan account,Billing disputes,Referral,29-04-2014,Closed with explanation,Yes,CR0826111,4400
25-04-2014,Bank account or service,Checking account,"Making/receiving payments, sending money",Referral,29-04-2014,Closed with explanation,Yes,CR0825696,1962
25-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,29-04-2014,Closed with monetary relief,Yes,CR0824957,11034
24-04-2014,Credit card,Loan account,Billing disputes,Referral,29-04-2014,Closed with non-monetary relief,Yes,CR0824737,60
24-04-2014,Bank account or service,Other bank product/service,"Account opening, closing, or management",Referral,07-05-2014,Closed with explanation,Yes,CR0824257,4085
24-04-2014,Bank account or service,Cashing a check without an account,Using a debit or ATM card,Referral,28-04-2014,Closed with monetary relief,Yes,CR0823737,1335
24-04-2014,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Referral,28-04-2014,Closed with explanation,Yes,CR0823781,2320
23-04-2014,Credit card,Loan account,Late fee,Referral,25-04-2014,Closed with explanation,Yes,CR0821495,1717
23-04-2014,Credit card,Loan account,Closing/Cancelling account,Referral,28-04-2014,Closed with explanation,Yes,CR0820768,2812
23-04-2014,Bank account or service,Checking account,Deposits and withdrawals,Referral,25-04-2014,Closed with monetary relief,Yes,CR0821510,12416
